native_path	kind	status	ported_candidates	evidence_or_next_action
GCSViews/ConfigurationView/ConfigHWRangeFinder.cs	csharp	replace	GCSViews/ConfigurationView/ConfigRangeFinderView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigRangeFinderViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigHWRangeFinder.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.es-ES.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.pl.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWRangeFinder.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWesp8266.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigHWESP8266View.axaml;ViewModels/GCSViews/ConfigurationView/ConfigHWESP8266ViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigHWesp8266.cs	csharp	replace	GCSViews/ConfigurationView/ConfigHWESP8266View.axaml;ViewModels/GCSViews/ConfigurationView/ConfigHWESP8266ViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigHWesp8266.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigHWesp8266.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigInitialParams.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigInitialParamsView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigInitialParamsViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigInitialParams.cs	csharp	replace	GCSViews/ConfigurationView/ConfigInitialParamsView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigInitialParamsViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigInitialParams.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigInitialParams.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.Designer.cs	csharp	replace	GCSViews/SetupView.axaml;ViewModels/SetupViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigMandatory.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.cs	csharp	replace	GCSViews/SetupView.axaml;ViewModels/SetupViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigMandatory.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMandatory.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigMotorTestView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigCalibrationPages.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigMotorTest.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.cs	csharp	replace	GCSViews/ConfigurationView/ConfigMotorTestView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigCalibrationPages.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigMotorTest.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMotorTest.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.cs	csharp	replace	GCSViews/ConfigurationView/ConfigMountView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigMountViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigMount.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigMountView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigMountViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigMount.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigMount.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOSD.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigOSDView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigOSDViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigOSD.cs	csharp	replace	GCSViews/ConfigurationView/ConfigOSDView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigOSDViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigOSD.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.Designer.cs	csharp	replace	GCSViews/SetupView.axaml;ViewModels/SetupViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigOptional.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.cs	csharp	replace	GCSViews/SetupView.axaml;ViewModels/SetupViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigOptional.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigOptional.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigParamLoading.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigParamLoadingView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigParamLoadingViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigParamLoading.cs	csharp	replace	GCSViews/ConfigurationView/ConfigParamLoadingView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigParamLoadingViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigParamLoading.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigPlannerView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigPlannerViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigPlanner.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.cs	csharp	replace	GCSViews/ConfigurationView/ConfigPlannerView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigPlannerViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigPlanner.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlanner.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigPlannerAdv.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigPlannerAdvView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigPlannerAdvViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigPlannerAdv.cs	csharp	replace	GCSViews/ConfigurationView/ConfigPlannerAdvView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigPlannerAdvViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigREPL.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigOnboardReplView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigOnboardReplViewModel.cs;GCSViews/ConfigurationView/ConfigScriptReplView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigScriptReplViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigREPL.cs	csharp	replace	GCSViews/ConfigurationView/ConfigOnboardReplView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigOnboardReplViewModel.cs;GCSViews/ConfigurationView/ConfigScriptReplView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigScriptReplViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigREPL.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigREPL.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigREPL.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigRadioInputView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigRadioInputViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigRadioInput.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.cs	csharp	replace	GCSViews/ConfigurationView/ConfigRadioInputView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigRadioInputViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigRadioInput.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.es-ES.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.pl.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioInput.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRadioOutput.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigRadioOutputView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigRadioOutputViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigRadioOutput.cs	csharp	replace	GCSViews/ConfigurationView/ConfigRadioOutputView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigRadioOutputViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigRadioOutput.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.Designer.cs	csharp	replace	Views/RawParamsView.axaml;ViewModels/RawParamsViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigRawParams.ar.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.az-Latn-AZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.cs	csharp	replace	Views/RawParamsView.axaml;ViewModels/RawParamsViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigRawParams.de-DE.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.fr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.id-ID.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.it-IT.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.ja-JP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.ko-KR.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.pt.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.ru-KZ.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.tr.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.uk.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.zh-Hans.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.zh-Hant.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigRawParams.zh-TW.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigSecure.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigSecureView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigSecureViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigSecure.cs	csharp	replace	GCSViews/ConfigurationView/ConfigSecureView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigSecureViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigSecure.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigSecureAP.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigSecureApView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigSecureApViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigSecureAP.cs	csharp	replace	GCSViews/ConfigurationView/ConfigSecureApView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigSecureApViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigSecureAP.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
GCSViews/ConfigurationView/ConfigSerial.Designer.cs	csharp	replace	GCSViews/ConfigurationView/ConfigSerialView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigSerialViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigSerial.cs	csharp	replace	GCSViews/ConfigurationView/ConfigSerialView.axaml;ViewModels/GCSViews/ConfigurationView/ConfigSerialViewModel.cs	Mapped to the listed native Avalonia artifacts; feature-level parity and deliberate safety differences are recorded in Porting/Reference/PORT_STATUS.md.
GCSViews/ConfigurationView/ConfigSerial.resx	resx	retain		Preserve neutral/culture resource until AXAML localization mapping is verified.
